ASSUNTO e PALAVRAS CHAVES;SUBTEMA;NORMAS e DOCUMENTOS;URL;DESCRIÇÃO - ASSUNTO;VIGÊNCIA;DATA INICIO;DATA FIM;NORMA ATUAL;NÍVEL DE ACESSO
Portabilidade Especial HALSA OPERADORA DE MEDICINA DE GRUPO LTDA.;Portabilidade de Carências ;RESOLUÇÃO OPERACIONAL Nº 2.809, DE 22 DE MAIO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDM4Mg==;Dispõe sobre a concessão da portabilidade especial de carências aos beneficiários da HALSA OPERADORA DE MEDICINA DE GRUPO LTDA.;24/05/2023;24/05/2023;;;Público 
Portabilidade Especial UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO.;Portabilidade de Carências ;RESOLUÇÃO OPERACIONAL Nº 2.813, DE 26 DE MAIO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDM4Nw==;Dispõe sobre a concessão da portabilidade especial de carências aos beneficiários da UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO.;29/05/2023;29/05/2023;;;Público 
Portabilidade Especial GOOD LIFE SAÚDE LTDA.;Portabilidade de Carências ;RESOLUÇÃO OPERACIONAL Nº 2.828, DE 26 DE JULHO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDQxNA==;Dispõe sobre a concessão da portabilidade especial de carências aos beneficiários da GOOD LIFE SAÚDE LTDA.;28/07/2023;28/07/2023;;;Público 
Portabilidade Especial CENTRO MÉDICO FÁTIMA LTDA.;Portabilidade de Carências ;RESOLUÇÃO OPERACIONAL Nº 2.832, DE 15 DE AGOSTO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDQxOQ==;Dispõe sobre a concessão da portabilidade especial de carências aos beneficiários do CENTRO MÉDICO FÁTIMA LTDA.;18/08/2023;18/08/2023;;;Público 
Portabilidade Especial UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO.;Portabilidade de Carências ;RESOLUÇÃO OPERACIONAL  Nª 2.836, DE 15 DE AGOSTO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDQyMw==;Dispõe sobre a concessão da portabilidade especial de carências aos beneficiários da UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO.;18/08/2023;18/08/2023;;;Público 
Portabilidade Especial VIDAPLAN SAÚDE LTDA.;Portabilidade de Carências ;RESOLUÇÃO OPERACIONAL Nº 2.841, DE 05 DE SETEMBRO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDQzMQ==;Dispõe sobre a concessão da portabilidade especial de carências aos beneficiários da operadora VIDAPLAN SAÚDE LTDA.;08/09/2023;08/09/2023;;;Público 
Portabilidade especial de carências aos beneficiários da operadora HALSA OPERADORA DE MEDICINA DE GRUPO LTDA.;Portabilidade de Carências ;RESOLUÇÃO OPERACIONAL Nº 2.848, DE 17 DE OUTUBRO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDQzOQ==;Dispõe sobre a concessão da portabilidade especial de carências aos beneficiários da operadora HALSA OPERADORA DE MEDICINA DE GRUPO LTDA.;19/10/2023;19/10/2023;;;Público 
"Portabilidade especial aos beneficiários da operadora SANTA LUZIA ASSISTÊNCIA MÉDICA S.A.
Tema(s): Regimes especiais
Assunto(s): Portabilidade Especial
Palavras-chaves: ";Portabilidade de Carências ;RESOLUÇÃO OPERACIONAL Nº 2858, DE 07 DE NOVEMBRO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDQ1MA==;"Dispõe sobre a concessão da portabilidade especial aos beneficiários da operadora SANTA LUZIA ASSISTÊNCIA MÉDICA S.A.
 ";19/10/2023;19/10/2023;;;Público 
Portabilidade especial de carências aos beneficiários da operadora CENTRO MÉDICO FÁTIMA LTDA.;Portabilidade de Carências ;RESOLUÇÃO OPERACIONAL Nº 2.863 DE 29 DE NOVEMBRO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDQ1OQ==;Dispõe sobre a concessão da portabilidade especial de carências aos beneficiários da operadora CENTRO MÉDICO FÁTIMA LTDA;09/11/2023;09/11/2023;;;Público 
Portabilidade especial de carências aos beneficiários da operadora UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO. ;Portabilidade de Carências ;RESOLUÇÃO OPERACIONAL Nº 2.865 DE 29 DE NOVEMBRO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDQ2MQ==;Dispõe sobre a concessão da portabilidade especial de carências aos beneficiários da operadora Unimed de Taubaté Cooperativa de Trabalho Médico.;01/12/2023;01/12/2023;;;Público 
Portabilidade especial de carências aos beneficiários da operadora SANTO ANDRÉ PLANOS DE ASSISTÊNCIA MÉDICA LTDA.;Portabilidade de Carências ;RESOLUÇÃO OPERACIONAL Nº 2.870 DE 19 DE DEZEMBRO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDQ3Mg==;Dispõe sobre a concessão da portabilidade especial de carências aos beneficiários da operadora SANTO ANDRÉ PLANOS DE ASSISTÊNCIA MÉDICA LTDA.;01/12/2023;01/12/2023;;;Público 
Portabilidade especial de carências aos beneficiários da operadora VIDAPLAN SAÚDE LTDA - EPP.;Portabilidade de Carências ;RESOLUÇÃO OPERACIONAL Nº 2.871 DE 19 DE DEZEMBRO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDQ3Mw==;Dispõe sobre a concessão da portabilidade especial de carências aos beneficiários da operadora VIDAPLAN SAÚDE LTDA - EPP.;20/12/2023;20/12/2023;;;Público 
Suspensão da determinação de suspensão da comercialização de planos ou produtos da SANTO ANDRÉ PLANOS DE ASSISTÊNCIA MÉDICA LTDA.;Portabilidade de Carências ;RESOLUÇÃO OPERACIONAL Nº 2872 DE 05 DE JANEIRO DE 2024;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDQ3NA==;Dispõe sobre a suspensão da determinação de suspensão da comercialização de planos ou produtos da SANTO ANDRÉ PLANOS DE ASSISTÊNCIA MÉDICA LTDA.; 08/01/2024;08/01/2024;;;Público 
Suspensão da determinação de suspensão da comercialização de planos ou produtos da SANTO ANDRÉ PLANOS DE ASSISTÊNCIA MÉDICA LTDA.;Portabilidade de Carências ;RESOLUÇÃO OPERACIONAL Nº 2873 DE 05 DE JANEIRO DE 2024;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDQ3NQ==;Dispõe sobre a suspensão da concessão de portabilidade especial de carências aos beneficiários da SANTO ANDRÉ PLANOS DE ASSISTÊNCIA MÉDICA LTDA.; 08/01/2024;08/01/2024;;;Público 
Suspensão da concessão de portabilidade especial de carências aos beneficiários da SANTO ANDRÉ PLANOS DE ASSISTÊNCIA MÉDICA LTDA.;Portabilidade de Carências ;RESOLUÇÃO OPERACIONAL Nº 2.875 DE 11 DE JANEIRO DE 2024;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDQ3Nw==;Dispõe sobre a concessão da portabilidade especial de carências aos beneficiários da operadora PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA.; 17/01/2024;17/01/2024;;;Público 
Portabilidade especial de carências aos beneficiários da operadora HALSA OPERADORA DE MEDICINA DE GRUPO LTDA.;Portabilidade de Carências ;RESOLUÇÃO OPERACIONALNº 2.882 DE 26 DE FEVEREIRO DE 2024;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDQ4Nw==;Dispõe sobre a concessão da portabilidade especial de carências aos beneficiários da operadora HALSA OPERADORA DE MEDICINA DE GRUPO LTDA.;28/02/2024;28/02/2024;;;Público 
Portabilidade especial de carências aos beneficiários da operadora CENTRO MÉDICO FÁTIMA LTDA.;Portabilidade de Carências ;RESOLUÇÃO OPERACIONAL Nº 2.885, DE 20 DE MARÇO DE 2024;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDQ5NA==;Dispõe sobre a concessão da portabilidade especial de carências aos beneficiários da operadora CENTRO MÉDICO FÁTIMA LTDA.;22/03/2024;22/03/2024;;;Público 
Prevê a adoção desses mecanismos com base em determinados critérios, de modo a não desvirtuar a livre escolha do consumidor, não caracterizar o financiamento integral por parte do consumidor ou limitar qualquer acesso à prestação dos serviços.;Gerenciamento das Ações de Saúde por Parte da Operadora (autorizações prévias, franquia, coparticipação e outros);RESOLUÇÃO DO CONSELHO DE SAÚDE SUPLEMENTAR – CONSU N° 08 DE 3 DE NOVEMBRO DE 1998;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=MzA3;Dispõe sobre mecanismos de regulação nos Planos e Seguros Privados de Assistência à Saúde.;04/11/1998;04/11/1998;;;Público 
Envio do Boleto;Itens Obrigatórios e Cláusulas Contratuais ;LEI Nº 9.656, DE 3 DE JUNHO DE 1998;http://www.planalto.gov.br/ccivil_03/leis/L9656compilado.htm;A Lei 9.656/98 e sua regulamentação não estabelecem parâmetros sobre o fornecimento de boletos para pagamento das mensalidades. Assim, a forma de cobrança e sua disponibilização (envio pelos Correios, e-mail, download direto do site da Operadora ou Administradora, SMS, entre outros) devem estar estabelecidas em contrato.;01/01/1999;01/01/1999;;;Público 
Fornecimento de Carteirinha;Itens Obrigatórios e Cláusulas Contratuais ;;http://www.planalto.gov.br/ccivil_03/leis/L9656compilado.htm;A Lei 9.656/98 e sua regulamentação não estabelecem parâmetros sobre o fornecimento de carteirinha de identificação do beneficiário. Assim, eventuais documentos exigidos para atendimento devem estar previstos em contrato.;;;;;Público 
Doenças ou Lesões Preexistentes (DLP) como aquelas que o beneficiário (ou seu representante legal) saiba ser portador ou sofredor, no momento da contratação ou adesão ao plano privado de assistência à saúde - Cobertura Parcial Temporária (CPT) é aquela que admite, por um período ininterrupto de até 24 meses, a partir da data da contratação ou adesão ao plano privado de assistência à saúde, a suspensão da cobertura de Procedimentos de Alta Complexidade (PAC), leitos de alta tecnologia e procedimentos cirúrgicos, desde que relacionados exclusivamente às doenças ou lesões preexistentes declaradas;Itens Obrigatórios e Cláusulas Contratuais ;RESOLUÇÃO NORMATIVA Nº 162, DE 17 DE OUTUBRO DE 2007;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=MTIyMw==;"Estabelece a obrigatoriedade da Carta de Orientação ao Beneficiário; dispõe sobre Doenças ou Lesões Preexistentes (DLP); Cobertura Parcial Temporária (CPT); Declaração de Saúde e sobre o processo administrativo para comprovação do conhecimento prévio de DLP pelo beneficiário de plano privado de assistência à saúde no âmbito da Agência Nacional de Saúde Suplementar.
";18/10/2007 a 31/01/2023 - Revogada pela RN Nº 558/2022;18/10/2007;31/01/2023;RN Nº 558/2022;Público 
Doenças ou Lesões Preexistentes (DLP) como aquelas que o beneficiário (ou seu representante legal) saiba ser portador ou sofredor, no momento da contratação ou adesão ao plano privado de assistência à saúde - Cobertura Parcial Temporária (CPT) é aquela que admite, por um período ininterrupto de até 24 meses, a partir da data da contratação ou adesão ao plano privado de assistência à saúde, a suspensão da cobertura de Procedimentos de Alta Complexidade (PAC), leitos de alta tecnologia e procedimentos cirúrgicos, desde que relacionados exclusivamente às doenças ou lesões preexistentes declaradas;Itens Obrigatórios e Cláusulas Contratuais ;"RESOLUÇÃO NORMATIVA Nº 558, DE 14 DE DEZEMBRO DE 2022
";https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDMzMA==;"Dispõe sobre Doenças ou Lesões Preexistentes (DLP); Cobertura Parcial Temporária (CPT); Declaração de Saúde; Carta de Orientação ao Beneficiário e sobre o processo administrativo para comprovação do conhecimento prévio de DLP pelo beneficiário de plano privado de assistência à saúde no âmbito da Agência Nacional de Saúde Suplementar – ANS.";"01/02/2023

 ";01/02/2023;;;Público 
Plano sucessor tem isenção de carências, exceto nos casos de Cobertura Parcial Temporária;Itens Obrigatórios e Cláusulas Contratuais ;SÚMULA NORMATIVA N° 21, DE 12 DE AGOSTO DE 2011;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=MTc5Mg==;Na celebração de plano privado de assistência à saúde individual ou familiar ou no ingresso em plano privado de assistência à saúde coletivo empresarial ou por adesão, a contagem de períodos de carência, quando cabível, deve considerar os períodos de carência porventura já cumpridos, total ou parcialmente, pelo beneficiário em outro plano privado de assistência à saúde da mesma operadora, qualquer que tenha sido o tipo de sua contratação, para coberturas idênticas, desde que não tenha havido solução de continuidade entre os planos, sob pena de restar caracterizada recontagem de carência, vedada pelo inciso I do parágrafo único do art. 13 da Lei nº 9.656, de 3 de junho de 1998.;12/08/2011;12/08/2011;;;Público 
Fornecimento de cópia do contrato, guia de leitura contratual e manual de orientação para contratação de plano de saúde;Documentos/Informações Obrigatórias ao Consumidor ;LEI Nº 9.656, DE 3 DE JUNHO DE 1998;http://www.planalto.gov.br/ccivil_03/leis/L9656compilado.htm;A Lei 9.656/98 determina que, aos beneficiários de planos individuais/familiares, devem ser fornecidos, no momento da contratação, cópia do contrato ou regulamento e condições gerais do plano, além de material explicativo que descreva, em linguagem simples, todas as suas características, direitos e obrigações.;01/01/1999;01/01/1999;;;Público 
Devem ser entregues aos beneficiários de planos coletivos ou individuais/familiares, quando da contratação ou adesão, o manual de orientação para contratação de plano de saúde, e guia de leitura contratual.;Documentos/Informações Obrigatórias ao Consumidor ;RESOLUÇÃO NORMATIVA Nº 195, DE 14 DE JULHO DE 2009;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=MTQ1OA==;Dispõe sobre a classificação e características dos planos privados de assistência à saúde, regulamenta a sua contratação, institui a orientação para contratação de planos privados de assistência à saúde e dá outras providências.;"15/07/2009 a 31/01/2023 - Revogada pela RN Nº 557/2022

 ";15/07/2009;31/01/2023;RN Nº 557/2022;Público 
Devem ser entregues aos beneficiários de planos coletivos ou individuais/familiares, quando da contratação ou adesão, o manual de orientação para contratação de plano de saúde, e guia de leitura contratual;Documentos/Informações Obrigatórias ao Consumidor ;RESOLUÇÃO NORMATIVA Nº 557, DE 14 DE DEZEMBRO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDMyOQ==;Dispõe sobre a classificação e características dos planos privados de assistência à saúde e regulamenta a sua contratação, dispõe sobre a contratação de plano privado de assistência à saúde coletivo empresarial por empresário individual e dispõe sobre os instrumentos de orientação para contratação de planos privados de assistência à saúde.;"01/02/2023

 ";01/02/2023;;;Público 
Guia impresso da rede prestadora - Fornecimento obrigatório desde que especificamente solicitado pelo beneficiário;Documentos/Informações Obrigatórias ao Consumidor ;RESOLUÇÃO NORMATIVA Nº 510, DE 30 DE MARÇO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDE2OQ==;"Dispõe sobre o Programa de Qualificação dos Prestadores de Serviços na Saúde Suplementar – QUALISS; revoga as Resoluções Normativas nº 405, de 09 de maio de 2016 e nº 421, de 23 de março de 2017, e dá outras providências.";31/03/2022;31/03/2022;;;Público 
Fornecimento de extrato pormenorizado contendo os itens considerados para cálculo do reajuste - Informações do PIN-SS - Informação na carteirinha de identificação;Documentos/Informações Obrigatórias ao Consumidor ;RESOLUÇÃO NORMATIVA ANS Nº 509, DE 30 DE MARÇO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDE2OA==;Dispõe sobre a transparência das informações no âmbito da saúde suplementar e estabelece a obrigatoriedade da disponibilização do conteúdo mínimo obrigatório de informações referentes aos planos privados de saúde no Brasil.;01/04/2022;01/04/2022;;;Público 
Cartão de gestante - Percentual ou taxa de partos cesáreos e normais dos prestadores credenciados;Documentos/Informações Obrigatórias ao Consumidor ;RESOLUÇÃO NORMATIVA Nº 368, DE 6 DE JANEIRO DE 2015;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=Mjg5Mg==;Dispõe sobre o direito de acesso à informação das beneficiárias aos percentuais de cirurgias cesáreas e de partos normais, por operadora, por estabelecimento de saúde e por médico e sobre a utilização do partograma, do cartão da gestante e da carta de informação à gestante no âmbito da saúde  suplementar.;06/07/2015;06/07/2015;;;Público 
Desatualização do site referente às informações sobre prestadores da rede credenciada - Tipo de estabelecimento - Nome fantasia do estabelecimento - Nome do profissional -Especialidade(s) ou serviço(s) contratado(s) - Endereço;Documentos/Informações Obrigatórias ao Consumidor ;RESOLUÇÃO NORMATIVA Nº 486, DE 29 DE MARÇO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDE0Ng==;Dispõe sobre a obrigatoriedade de divulgação das redes assistenciais das operadoras de planos privados de assistência à saúde nos seus Portais Corporativos na Internet.;27/09/2022;27/09/2022;;;Público 
Informações que devem conter nos boletos nos casos de reajuste anual- A verificação da regularidade desta informação, apenas será objeto da NIP se foi objeto da denúncia do consumidor no relato inicial.;Documentos/Informações Obrigatórias ao Consumidor ;RESOLUÇÃO NORMATIVA Nº 171, DE 29 DE ABRIL DE 2008;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=MTI4NA==;"Estabelece critérios para aplicação de reajuste das contraprestações pecuniárias dos planos privados de assistência suplementar à saúde, médico-hospitalares, com ou sem cobertura
odontológica, contratados por pessoas físicas ou jurídicas";30/04/2008 a 31/01/2023 - Revogada pela RN Nº 565/2022;30/04/2008;31/01/2023;RN Nº 565/2022;Público 
Informações que devem conter nos boletos nos casos de reajuste anual- A verificação da regularidade desta informação, apenas será objeto da NIP se foi objeto da denúncia do consumidor no relato inicial.;Documentos/Informações Obrigatórias ao Consumidor ;RESOLUÇÃO NORMATIVA Nº 565, DE 16 DE DEZEMBRO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDMzNw==;Dispõe sobre os critérios para aplicação de reajuste das contraprestações pecuniárias dos planos privados de assistência suplementar à saúde, médico-hospitalares, com ou sem cobertura odontológica, e dos planos privados de assistência suplementar à saúde exclusivamente odontológicos, contratados por pessoas físicas ou jurídicas e dispõe sobre o agrupamento de contratos coletivos de planos privados de assistência à saúde para fins de cálculo e aplicação de reajuste.;"01/02/2023

 ";01/02/2023;;;Público 
O Portal de Informações do Beneficiário da Saúde Suplementar – PIN-SS consiste no repositório de informações individualizadas relativas ao beneficiário, titular ou dependente do plano privado de saúde, em área específica e restrita do portal da operadora/ Todo o conteúdo de informações obrigatórias de que trata esta resolução deverá ser disponibilizado obrigatoriamente em meio digital, através de área específica e restrita no portal da operadora na Internet.;Documentos/Informações Obrigatórias ao Consumidor ;RESOLUÇÃO NORMATIVA Nº 389, DE 26 DE NOVEMBRO DE 2015;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=TextoLei&format=raw&id=MzEzNw==;Dispõe sobre a transparência das informações no âmbito da saúde suplementar, estabelece a obrigatoriedade da disponibilização do conteúdo mínimo obrigatório de informações referentes aos planos privados de saúde no Brasil, revoga a Resolução Normativa n° 360 de 3 de dezembro de 2014, e o parágrafo único do art. 5º, da RN nº 190 de 30 de abril de 2009, e dá outras providências.;27/11/2015 a 30/03/2022 - Revogada pela RN Nº 509/2022;27/11/2015;30/03/2022;RN Nº 509/2022;Público 
Publicidade aos beneficiários e à rede credenciada, por intermédio de qualquer meio que assegure a ciência dos destinatários, sobre o endereço do portal corporativo na Internet/Troca de Informações em Saúde Suplementar (Padrão TISS) deverá ficar sob a responsabilidade de profissional técnico da operadora de planos privados de assistência à saúde;Documentos/Informações Obrigatórias ao Consumidor ;RESOLUÇÃO NORMATIVA ANS 497, DE 30 DE MARÇO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDE1Nw==;Dispõe sobre a criação obrigatória de portal corporativo na Internet pelas operadoras de planos privados de assistência à saúde, sobre a designação de profissional responsável pela troca de informações em saúde suplementar (Padrão TISS) referente aos eventos prestados aos beneficiários de planos privados de assistência à saúde e revoga as Resoluções Normativas nº 190, de 30 de abril de 2009 e nº 359, de 01 de dezembro de 2014.;31/03/2022;31/03/2022;;;Público 
Notificação de Intermediação Preliminar;;RESOLUÇÃO NORMATIVA Nº 483, DE 29 DE MARÇO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDE0Mw==;Dispõe sobre os procedimentos adotados pela Agência Nacional de Saúde Suplementar - ANS para a estruturação e realização de suas ações fiscalizatórias.;31/03/2022;31/03/2022;;;Público 
Notificação de Intermediação Preliminar;;INSTRUÇÃO NORMATIVA Nº 01, DE 30 DE MARÇO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDE3Mw==;"Regulamenta a Resolução Normativa nº 483, de 29, de março de 2022 no que tange aos procedimentos adotados pela Agência Nacional de Saúde Suplementar - ANS para a estruturação e realização de suas ações fiscalizatórias.
 [Correlações] [Revogações] [Anexos] [Índice] [Retificações]";31/03/2022;31/03/2022;;;Público 
Conduta da RN 489 -  Multa pecuniária - Advertência-  Cancelamento da autorização de funcionamento e alienação da carteira da operadora - Suspensão de exercício do cargo - Inabilitação temporária para o exercício de cargo em qualquer operadora de planos de assistência à saúde - Inabilitação permanente para exercício de cargos de direção ou em conselhos de qualquer operadora, bem como em entidades de previdência privada, sociedades seguradoras, corretoras de seguros e instituições financeiras.;;RESOLUÇÃO NORMATIVA -Nº 489, DE 29 DE MARÇO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDE0OQ==;Dispõe sobre a aplicação de penalidades para as infrações à legislação dos planos privados de assistência à saúde.;31/03/2022;31/03/2022;;;Público 
Submetem-se às disposições desta Lei as pessoas jurídicas de direito privado que operam planos de assistência à saúde, sem prejuízo do cumprimento da legislação específica que rege a sua atividade e, simultaneamente, das disposições da Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor).;;LEI Nº 9.656, DE 3 DE JUNHO DE 1998;http://www.planalto.gov.br/ccivil_03/leis/L9656compilado.htm;Dispõe sobre os planos e seguros privados de assistência à saúde.;01/01/1999;01/01/1999;;;Público 
Prescrição administrativa - Ação punitiva da administração;;LEI Nº 9.873, DE 23 DE NOVEMBRO DE 1999;https://www.planalto.gov.br/ccivil_03/leis/l9873.htm;Estabelece prazo de prescrição para o exercício de ação punitiva pela Administração Pública Federal, direta e indireta, e dá outras providências.;24/11/1999;24/11/1999;;;Público 
"Medidas para prevenir e combater os crimes de ""lavagem"" ou ocultação de bens, direitos e valores - Devem ser mantidos organizados, à disposição da ANS, durante o período mínimo de cinco anos, a partir da emissão do(s) documento(s).";;RESOLUÇÃO NORMATIVA  Nº 529, DE 2 DE MAIO DE 2022;https://www.in.gov.br/en/web/dou/-/resolucao-normativa-rn-n-529-de-2-de-maio-de-2022-397547537;Dispõe sobre a identificação de clientes, manutenção de registros e prevê relação de operações e situações que podem configurar indícios de ocorrência dos crimes previstos na Lei nº 9.613, de 3 de março de 1998.;04/05/2022;04/05/2022;;;Público 
É criada a Agência Nacional de Saúde Suplementar – ANS, autarquia sob o regime especial, vinculada ao Ministério da Saúde, com sede e foro na cidade do Rio de Janeiro - RJ, prazo de duração indeterminado e atuação em todo o território nacional, como órgão de regulação, normatização, controle e fiscalização das atividades que garantam a assistência suplementar à saúde.;;LEI Nº 9.961 DE 28 DE JANEIRO DE 2000;https://www.planalto.gov.br/ccivil_03/LEIS/L9961.htm;Cria a Agência Nacional de Saúde Suplementar – ANS e dá outras providências.;29/01/2000;29/01/2000;;;Público 
Carência - Cobertura Parcial Temporária;Carência / DLP;RESOLUÇÃO NORMATIVA Nº 557, DE 14 DE DEZEMBRO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDMyOQ==;Dispõe sobre a classificação e características dos planos privados de assistência à saúde e regulamenta a sua contratação, dispõe sobre a contratação de plano privado de assistência à saúde coletivo empresarial por empresário individual e dispõe sobre os instrumentos de orientação para contratação de planos privados de assistência à saúde.;"01/02/2023

 ";01/02/2023;;;Público 
Carência, solução de continudade, recontagem de carência;Carência;SÚMULA NORMATIVA N° 21, DE 12 DE AGOSTO DE 2011;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=MTc5Mg==;Na celebração de plano privado de assistência à saúde individual ou familiar ou no ingresso em plano privado de assistência à saúde coletivo empresarial ou por adesão, a contagem de períodos de carência, quando cabível, deve considerar os períodos de carência porventura já cumpridos, total ou parcialmente, pelo beneficiário em outro plano privado de assistência à saúde da mesma operadora, qualquer que tenha sido o tipo de sua contratação, para coberturas idênticas, desde que não tenha havido solução de continuidade entre os planos, sob pena de restar caracterizada recontagem de carência, vedada pelo inciso I do parágrafo único do art. 13 da Lei nº 9.656, de 3 de junho de 1998.;12/08/2011;12/08/2011;;;Público 
Cobertura assistencial do parto - Inscrição do menor adotado, sob guarda ou tutela, ou cuja paternidade foi reconhecida, e do aproveitamento de carência - Prazos de carência e cobertura assistencial do recém-nascido.;Carência;SÚMULA NORMATIVA Nº 25, DE 13 DE SETEMBRO DE 2012;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=MjIxOA==;"Dispõe sobre a cobertura assistencial do parto; a inscrição do recém-nascido, filho natural ou adotivo, ou sob guarda ou tutela; a inscrição do menor adotado, sob guarda ou tutela, ou cuja paternidade foi reconhecida, e do aproveitamento de carência; os prazos de carência e à  cobertura assistencial do recém-nascido.";14/09/2012;14/09/2012;;;Público 
Efeito imediato da rescisão do contrato, solicitação de exclusão do beneficiário, extinção do direito de cobertura ;Contratos e Regulamentos ;RESOLUÇÃO NORMATIVA Nº 561, DE 15 DE DEZEMBRO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDMzMw==;"Dispõe sobre a solicitação de cancelamento do contrato do plano de saúde individual ou familiar, e de exclusão de beneficiário de contrato coletivo empresarial ou por adesão.
 ";"01/02/2023

 ";01/02/2023;;;Público 
Carência - Cobertura Parcial Temporária - Declaração de Saúde - oenças ou Lesões Preexistentes (DLP) - Cobertura Parcial Temporária (CPT) - Declaração de Saúde (DS) - Carta de Orientação ao Beneficiário - Processo administrativo para comprovação do conhecimento prévio de doença ou lesão preexistente pelo beneficiário de plano privado de assistência à saúde.;DLP;RESOLUÇÃO NORMATIVA Nº 558, DE 14 DE DEZEMBRO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDMzMA==;"Dispõe sobre Doenças ou Lesões Preexistentes (DLP); Cobertura Parcial Temporária (CPT); Declaração de Saúde; Carta de Orientação ao Beneficiário e sobre o processo administrativo para comprovação do conhecimento prévio de DLP pelo beneficiário de plano privado de assistência à saúde no âmbito da Agência Nacional de Saúde Suplementar – ANS.";"01/02/2023

 ";01/02/2023;;;Público 
